,0,1,2,3,4,5,6
237,"株式会社ジェイテクノシステムズ | インセンティブ,退職金など充実の待遇/社員を大切にする安定企業",【営業不要で安定収入！毎月50万円以上の社員も！】家電製品や業務用空調機器を担当！★訪問修理/センター内での修理★未経験者へ資格取得支援あり！,【未経験者歓迎＆人柄重視】※学歴不問・男女不問・年齢不問◆要普免(AT限定可)異業種からの入社も多数！(営業・飲食・販売など),【各エリアにて面接実施中】 ★転勤なし！ (UIターン歓迎) ★マイカー通勤可！ ★直行直帰OK！…,固定月給22万円〜26万円＋インセンティブ 基本給(一律車両運転手当+一律職務手当)+インセンティブ ★賞…,360万円～500万円,https://tenshoku.mynavi.jp/jobinfo-239547-3-8-1/?ty=0&searchId=1275580461&pageNum=5&showNo=39
238,株式会社清光社 | 未経験歓迎★残業月10h以下★屋内中心★多彩なキャリアパス,23区内のオフィスビルや羽田空港内を中心に、警備業務・設備管理をお任せします。★シフト制なので自分に合うライフスタイルを送れます！,★未経験歓迎！ ★手に職をつけたい方 ★人物面重視の採用 ★資格取得支援アリ★有資格者は優遇！<<20～60代まで幅広い年代が活躍している会社です>>,<<東京23区内or神奈川県のオフィスビル、または羽田空港内>> ※希望のエリアに配属 ※直行直帰…,月給20〜25万円＋賞与年2回＋各種手当 ※試用期間2ヶ月あり（その間の待遇に変動はありません） 【モデ…,250万円～450万円,https://tenshoku.mynavi.jp/jobinfo-150285-3-1-1/?ty=0&searchId=1275580461&pageNum=5&showNo=40
239,三喜産業株式会社 | 月給30万円～／地下鉄や福岡空港の工事にも従事／社員寮を完備,大手ゼネコンの一次請けとして、電気工事の業務をお任せします。　◆働き方の自由度が高いので、経験を積むほどに働きやすさを実感！詳細は↓↓,◎電気工事の経験 および 電気工事二種以上の資格をお持ちの方　◎要普通免許　◆20年以上活躍する社員多数！定着率も抜群で長く働ける職場です♪,【 転勤なし／UIターン歓迎／社員寮あり 】 福岡市または鹿児島県のいずれかへ希望をもとに配属。…,月給30万円〜60万円 + 諸手当 ※年齢、経験、能力を考慮の上優遇します。 ※待遇条件の詳細は、面接など…,360万円～720万円,https://tenshoku.mynavi.jp/jobinfo-163792-3-12-1/?ty=0&searchId=1275580461&pageNum=5&showNo=41
240,ＥＮＲＩＧＥ株式会社 | 自動車、医療、物流業界の成長をIT技術でサポート★,【入社後研修から】2～4名のチームの一員として開発業務にあたります。中途や未経験という立場を理解した頼もしい先輩があなたの成長を支えます。,【未経験大歓迎！】多くの未経験者を育て上げた実績多数！デスクワークで手に職を付けたい方にお勧めします。年収560万円以上（32歳／入社5年目）,【名古屋市または豊田市での勤務】 ※勤務地は希望を考慮します。 ※U・Iターン歓迎 ※転勤なし ★…,月給20万円以上＋賞与（年2回） ★経験者の場合、月給例24万円以上可能 【年収例】 年収560万円以上（3…,300万円～400万円,https://tenshoku.mynavi.jp/jobinfo-260908-3-2-1/?ty=0&searchId=1275580461&pageNum=5&showNo=42
241,株式会社NEXT LIFE | <大阪府緊急雇用対策に賛同>貴重な品々と出会える買取・販売会社,【飛び込み/新規開拓なし】アポ専門部署があるから営業がスムーズ！個人のお客様に向けて中古品の査定・買取を行います ※未経験も安心の教育体制あり,【意欲を重視！学歴不問】★未経験・第二新卒・正社員デビューも歓迎！★平均年齢26.5歳 ★現在は全員男性＆中途入社率100％ ※要普免（AT限定可）,【天満駅・南森町からアクセス良好！】 ■大阪府大阪市北区菅原町9-16 第3ワールドビル5F,"■月給25万9,000円〜 + インセンティブ ★社員の平均月収は約50万円！ ※経験・年齢を考慮の上、当社規…",310万円～720万円,https://tenshoku.mynavi.jp/jobinfo-283863-3-2-1/?ty=0&searchId=1275580461&pageNum=5&showNo=43
242,メットライフ生命保険株式会社 | #熊本募集 #転勤なし／世界有数の外資系生命保険グループ,【 それぞれの営業スタイルで輝く人材へ！】生命保険の提案・営業を通じて、個人・法人のお客さまのライフプランを築く仕事をお任せします。,【 保険業界の未経験者OK／人物重視の採用 】人と接することが好きな方歓迎！　◎高卒以上　★20代・30代の若手社員活躍中！　★キャリアアップも実現,◆転勤なし ◆マイカー通勤OK ◆UIターン歓迎 □熊本県熊本市中央区桜町1-20 西嶋三井ビル1…,初任給月給25万円または30万円 (基本給10万円＋初期補給15万円または20万円)＋業績給 ※初期補給の金額は…,https://tenshoku.mynavi.jp/jobinfo-281576-3-3-1/?ty=0&searchId=1275580461&pageNum=5&showNo=44,
243,鹿島フィット株式会社　 | 大手ゼネコン鹿島グループ｜充実した福利厚生,鹿島グループが手掛ける高層ビルや商業施設、建造物等、多くの人が利用する様々な施設の耐火被覆、ALC、ECP工事　＜経験者大歓迎、未経験者もＯＫ＞,学歴不問　★耐火被覆・ALC工事経験のある方歓迎　★未経験の方も大歓迎,【現場】 首都圏を中心とした各現場 【本社】 東京都港区虎ノ門4-1-17　神谷町プライムプレイス…,(1)経験者…月給40万円以上 (2)未経験…月給30万円以上 ※経験・能力を最大限考慮の上、決定 ※試用期間…,400万円～700万円,https://tenshoku.mynavi.jp/jobinfo-197015-3-2-1/?ty=0&searchId=1275580461&pageNum=5&showNo=45
244,株式会社大阪ボイラー製作所 | 設立95年の安定基盤！年休120日×残業ほぼなしで働きやすさ◎,【自分の裁量が利益貢献につながるやりがい！】ボイラー製造するために必要な部品・資材などの調達、価格・スケジュール調整などをお任せします。,【直近5年間での退職者はゼロ！定着率抜群の環境で活躍！】◎未経験OK　◎高卒以上　◎要普免(AT限定可)　※社内外の手厚い研修制度あり,◆本社／大阪府大阪市西淀川区竹島5-2-28 【交通アクセス】 JR東西線『加島』駅より徒歩5分…,月給21万円〜 ＋ 諸手当 + 賞与(年2回／昨年実績：5ヶ月) ※上記はあくまで最低保障金額です。 年齢、経…,350万円～450万円,https://tenshoku.mynavi.jp/jobinfo-132869-3-3-1/?ty=0&searchId=1275580461&pageNum=5&showNo=46
245,株式会社エールホーム | ☆宅建の有資格者は優遇！月給25万円スタートも可能です！,【反響メイン！飛び込み等はありません】HPやチラシを見てご来店されたお客様に、賃貸物件ご案内をお任せ。,【宅建資格保持者は優遇】◎不動産仲介・賃貸の経験者（年齢不問）／未経験：45歳まで（※） ◎要普通自動車免許（AT限定可）◎高卒以上,JR八尾駅南店 大阪府八尾市植松町3丁目3-34 ⇒JR「八尾」駅より徒歩3分 本店 大阪府八尾市…,月給20万円〜23万円 + インセンティブ 【宅建資格をお持ちの場合】 月給22万円〜25万円 + インセンティ…,500万円～800万円,https://tenshoku.mynavi.jp/jobinfo-281745-3-2-1/?ty=0&searchId=1275580461&pageNum=5&showNo=47
246,株式会社さなる | ＜WEB面接も実施中＞人柄重視の採用・未経験歓迎・充実した研修,【教育カウンセラー/集団指導/個別指導のいずれかを担当】★GW/夏季/年末年始は長期休暇も取得可能！福利厚生充実♪働く環境◎,【未経験者・第二新卒歓迎♪】充実した研修で安心※短大／大卒以上、要普免(AT限定可)※35歳以下の方◆子どもの未来・社会貢献に関心のある方,■愛知県(名古屋市／豊橋市／刈谷市／岡崎市など) ■静岡県(浜松市／静岡市／沼津市など) ★希望・…,月給24万円〜 ＜モデル年収例＞ 年収584万円／26歳 年収780万円／42歳 ※キャリア・経験・スキルを考慮…,300万円～700万円,https://tenshoku.mynavi.jp/jobinfo-87345-3-33-1/?ty=0&searchId=1275580461&pageNum=5&showNo=48
247,名古屋トヨペット株式会社 | ■トヨタ車の販売店『トヨペット店』を69店舗運営,【 未経験でも安心の教育体制◎ 】…来店されたお客様に自動車の提案・販売、お付き合いのあるお客様への車検などのご案内。,【 未経験・第二新卒者歓迎！】…高卒以上／要普免 ■家族を養うために転職したい！もっと稼ぎたい！働きやすさも重視したい！などの方歓迎！,【 愛知県にある各店舗(全69店)にて勤務 】 ★特例以外は店舗異動がないため、 馴染みの地域で長…,"◆月給20万3,200円以上+業績給+賞与年2回(4.01ヶ月分) ★年収1000万円以上の先輩も活躍しています！ ※…",350万円～600万円,https://tenshoku.mynavi.jp/jobinfo-180620-3-15-1/?ty=0&searchId=1275580461&pageNum=5&showNo=49
248,株式会社　日本経営 | 創業53年！20代の入社実績も多数（教育体制充実）のコンサル企業,《医療・福祉業界などの人事評価制度や組織体制に貢献！》インサイドセールス・アシスタント業務もしくは、法人新規営業業務をお任せします,《未経験・第二新卒歓迎》◎短大卒・大卒以上◎メール・Word・Excel・PowerPointなどの基本スキル★電話が苦手でない方、人材業界経験者歓迎,《博多駅徒歩5分と好アクセス！》 □株式会社　日本経営　福岡オフィス 〒812-0013 福岡県福…,月給19万円〜50万円+諸手当※賞与年2回 【月給例】 《営業アシスタント》月給19万円〜30万円 《営業》月…,https://tenshoku.mynavi.jp/jobinfo-283685-3-2-1/?ty=0&searchId=1275580461&pageNum=5&showNo=50,
249,株式会社福環 | ☆★年齢不問★☆ 「まずは職場見学だけ…」という方も大歓迎！,【 エリアは福山を中心とした備後地区】希望に合わせて”ルート営業”or”ルート集荷”をお任せ！,【未経験歓迎＆学歴不問！】◎普通自動車免許(AT限定可)◎年齢不問！まずは見学という方でもOK！お気軽にご応募ください♪,【UIターン歓迎！転勤なし】 広島県福山市瀬戸町長和252 ※マイカー通勤OK（無料駐車場完備）,"月給：230,000円以上+諸手当 【モデル月収】 営業／270,000円 集荷／230,000円 ※経験・年齢・能力を考…",300万円～450万円,https://tenshoku.mynavi.jp/jobinfo-244562-3-4-1/?ty=0&searchId=1275580469&pageNum=6&showNo=1
250,株式会社ユニエツクスNCT | 【日本郵船グループ】設立100年★港湾系の総合物流会社,【資格はいっさい不問！】港の大型荷役機器（クレーン）などのメンテナンスにチャレンジ★チーム単位で取り組むので、仲間と共に着実に成長できます！,【未経験・第二新卒歓迎！】応募資格 → ◎38歳以下 ◎要普免(AT限定可)｜★20～30代の若手経験者大歓迎！★完全週休二日制(全土日休み) ★残業少なめ,【全国15拠点】 東京/横浜/神戸/苫小牧/秋田/酒田/仙台/常陸那珂/青海/岡山/広島/福岡/熊…,【全国一律】 月給23万円以上 ＋ 賞与年4回（昨年度実績：5ヶ月以上） ※経験・年齢等を考慮の上、当社…,400万円～600万円,https://tenshoku.mynavi.jp/jobinfo-283744-3-1-1/?ty=0&searchId=1275580469&pageNum=6&showNo=2
251,武田塾 奈良生駒校 | 奈良生駒校、大和八木校、五位堂校|完全週休2日制、残業ほぼなし,【未来の教室長として期待！】◆入塾や受験の相談、講師の採用や育成、広告などの教室運営全般をお任せ※充実の研修で安心してスタートできます！,《未経験から教育業界を目指す方はぜひ！》◆四年制の大学卒以上◎明るく接することができる方※武田塾の勉強方針が好き、理解ある方は大歓迎！,【生駒・大和八木・五位堂の各拠点での募集です】 ※転勤は奈良県内のみです。 《武田塾奈良生駒校》…,◆月給22万円〜27万円＋インセンティブ （試用期間6ヶ月あり／待遇に変化はありません） ※経験・スキル…,300万円～400万円,https://tenshoku.mynavi.jp/jobinfo-283653-3-2-1/?ty=0&searchId=1275580469&pageNum=6&showNo=3
252,株式会社建築資料研究社 | 景気に左右されない！資格系スクール「日建学院」を運営,希望や適性に応じて、受講生のフォローもしくは既存顧客へのシステムの営業をお任せします。★十分な研修があり、未経験からでもスタート可能！,【必須応募資格無し！多くの可能性に期待しています】◇人と接するのが好きな方◇地道なコミュニケーションをとるのが得意な方 ★年収500万～も可能！,＼転勤なし／ 【池袋校】 東京都豊島区池袋2-38-1 日建学院ビル2F,"月給27万7,000円〜（一律営業手当含む）＋インセンティブ＋各種手当（車両持込手当など） ※固定残業代…",350万円～550万円,https://tenshoku.mynavi.jp/jobinfo-209249-3-122-1/?ty=0&searchId=1275580469&pageNum=6&showNo=4
253,関西警備保障株式会社 | 【大阪府緊急雇用対策に賛同】入社祝い金3万☆高収入を目指そう,【警備の基本から研修！未経験でも安心スタート◎】工場内の受付・防災警備のお仕事をお任せ※まずは日勤のみでOK。徐々に夜勤・全日もお任せ,【スキルや経験は一切不問！未経験大歓迎♪】◎意欲・人物重視の採用◎20～40代活躍中◎プライベートも充実できる好環境,★転勤なし★マイカー・バイク通勤OK ★「諏訪ノ森駅」から車5分 ■大阪府堺市西区築港浜寺町,■月給20万円以上＋各種手当 ※試用期間2〜3ヶ月（試用期間中は契約社員。期間終了後は正社員として雇用…,https://tenshoku.mynavi.jp/jobinfo-282958-3-3-1/?ty=0&searchId=1275580469&pageNum=6&showNo=5,
254,株式会社イオンフレックス・ライフマネージメント | ◆隔週週休3日制！立ち上げメンバーとして活躍するチャンスも,《 反響営業！アポイントは専任スタッフが担当 》当社のサービスに興味をお持ちのお客様に快適な住まいの為の商品やプランのご提案をします。,《 未経験・第二新卒歓迎 》★学歴・職歴は一切不問 ★とにかく稼ぎたいという方、意欲や目標を持って働きたい方は大歓迎 ★要普通免許(AT限定可),転勤なし！愛知・岐阜・三重・静岡・長野の募集 ◆愛知支店 名古屋市中区丸の内2-16-3 丸の内A…,月給26万円〜67万円＋各種手当＋インセンティブ ※経験・年齢を考慮の上、優遇いたします。 ※試用期間2…,500万円～800万円,https://tenshoku.mynavi.jp/jobinfo-204237-3-11-1/?ty=0&searchId=1275580469&pageNum=6&showNo=6
255,株式会社センターユース | 大手EC商品の配送ドライバー！初期費用0円★未経験OK,《 軽自動車(AT限定可)を使用 ・広島市内の近距離・荷物も軽量の為身体への負担も少ない！》大手通販サイトなどの荷物を、担当エリアに配送します。,【 年齢・学歴・経験不問｜ 】■要普免(AT限定OK) ■自分のペースで働きたい方 ■稼ぎたい方　★女性ドライバー活躍中！,【 直行直帰OK 】 原則自由 ※各エリアごとの配送です。 ▼広島県 広島市安佐南区／広島市安佐北…,■完全出来高制 ※1件あたり約150円 〓〓＜月収70万円近くも可能！＞〓〓 ※荷物単価150円の場合（月収…,100万円～800万円,https://tenshoku.mynavi.jp/jobinfo-283706-3-2-1/?ty=0&searchId=1275580469&pageNum=6&showNo=7
256,東京・日本交通株式会社 | 高槻営業所│売上業界No.1グループ【大阪府緊急雇用対策に賛同】,高槻エリアにお住まいの皆さまへ心温まる乗務サービスを提供【おなじみの土地で、走った分だけしっかりと稼げる仕事です│支給率業界TOPクラス】,業界大手ならでの安心感に身をゆだねながら長く働きたい方【社員のほとんどが高槻など北摂エリア在住】【未経験歓迎│40~60代まで幅広く活躍中】,[高槻営業所] ：高槻市梶原中村町19-6 ※転勤はありません ※マイカー、バイク、自転車通勤OK…,月給16万2000円＋歩合給＋賞与（年2回） ※乗務員資格取得までの期間中であっても 　日給9000円を支給し…,350万円～650万円,https://tenshoku.mynavi.jp/jobinfo-282154-3-1-1/?ty=0&searchId=1275580469&pageNum=6&showNo=8
257,関東総合設備工事株式会社 | 関電工（東証1部上場）の案件がほぼ100%を占める安定企業！,【20～30代活躍中！】多摩エリアを中心に、電柱・電線に関する工事をお任せします！★研修・OJTでイチから学べる ★年収800万円以上稼ぐ先輩も！,【未経験歓迎！学歴・経験不問】◆社会人経験1年以上/要普免(AT限定可)★電気やモノづくりに興味がある方歓迎！安定した環境で高収入が目指せます,【U・I・Jターン歓迎】 東京都青梅市、東京都多摩市、東京都西東京市の各営業所 希望を考慮し、いず…,"月給：21万1,793円〜(一律手当含む）＋能率給+賞与年2回 ※年齢・資格・経験・ご家族状況等により優遇し…",300万円～350万円,https://tenshoku.mynavi.jp/jobinfo-278362-3-2-1/?ty=0&searchId=1275580469&pageNum=6&showNo=9
258,株式会社建築資料研究社 | 景気に左右されない資格系スクール「日建学院」運営★男女活躍中,希望や適性に応じて、受講生のフォローもしくは既存顧客へのシステムの営業をお任せします。★十分な研修があり、未経験からでもスタート可能！,【必須の応募資格はありません！たくさんの可能性に期待しています】◇人と接するのが好きな方◇コツコツ地道なコミュニケーションをとるのが得意な方,＼転勤なし／ 岐阜校：岐阜県岐阜市藪田南1-7-16 岐阜県ビル2F,"月給27万7,000円〜（一律営業手当含む）＋インセンティブ＋各種手当（車両持込手当など） ※固定残業代…",350万円～550万円,https://tenshoku.mynavi.jp/jobinfo-209249-3-121-1/?ty=0&searchId=1275580469&pageNum=6&showNo=10
259,株式会社三光金属 | 年商180億円★サスティナブルな社会づくりに貢献する会社,【 製造工程で発生するスクラップ(金属片等)の仕分け・回収業務 】AIにもかわられない、コロナにも負けない、これから先も必要とされる仕事。,【 未経験OK★大型免許をお持ちの方は歓迎します 】安定・安心を手に入れたい。せっかくなら、社会貢献性の高い仕事がしたい。どんなきっかけも大歓迎,【 車通勤OK／転勤なし 】 愛知県豊明市沓掛町勅使8-398 ※県道236号線沿,【 月給23万円〜33万円＋諸手当 】 ※経験や年齢、能力を考慮の上最終決定 ※試用期間6ヶ月あり(同条件),350万円～450万円,https://tenshoku.mynavi.jp/jobinfo-232632-3-6-1/?ty=0&searchId=1275580469&pageNum=6&showNo=11
260,株式会社大一電業社 | 【東証一部上場のグループ企業】皆勤・資格・家族手当など完備！,【日中・近場の案件メイン！基本的に先輩と同じ現場だから安心◎】長年取引のあるお客様先の工場などで、設備工事・メンテナンス等の業務をお任せ。,《実務未経験者も歓迎！》◆高卒以上 ◆電気工事士の有資格者、あるいは職業訓練校などで学び資格取得見込みの方 ☆20代の社員も活躍中！,【JR＆阪急各線から通勤可能！】 本社もしくは、高槻出張所 ※希望をお聞きし、いずれかに配属します…,月給18万円〜24万円 【月収例】 ◎入社1年目(第二種電気工事士) 月収27万3000円/月給18万円+残業手当4万…,300万円～500万円,https://tenshoku.mynavi.jp/jobinfo-109512-3-10-1/?ty=0&searchId=1275580469&pageNum=6&showNo=12
261,エムケイ西日本グループ株式会社 | 【大阪府緊急雇用対策に賛同】2019年度 平均年収実績：575万円！,【全車両抗菌加工済み】役員やVIP送迎、空港送迎をお任せ ★車種はレクサスやクラウンHV等★最高級ワンボックス「グランエース」導入★予約営業が中心,【学歴・転職回数は一切問いません／ほぼ100%が未経験入社】■普通自動車免許取得後3年以上の方（ＡＴ限定OK！）★二種免許取得支援あり,【マイカー通勤OK・希望考慮・転勤なし】大阪府（大阪市）、兵庫県（神戸市・芦屋市）、福岡県（福岡市…,【大阪・兵庫】 ■月給30万円＋業績給＋賞与年2回＋一律手当 【福岡 】 ■月給25万円＋業績給＋賞与年2…,https://tenshoku.mynavi.jp/jobinfo-217317-3-14-1/?ty=0&searchId=1275580469&pageNum=6&showNo=13,
262,有限会社光和電設 | 【土日休み／年間休日112日／前年度の賞与実績60～120万円】,希望や適性に応じて、太陽光発電などの設置を行う「取付スタッフ」または、施設内の電気設備工事を行う「電気工事士」いずれかの業務をお任せします。,"【未経験・第二新卒歓迎】◆高卒以上 ◆要普免(AT) ※""手に職をつけて働きたい方""はぜひ！ ※電気工事の経験や資格をお持ちの方は優遇します！",【UIターン歓迎／転勤なし】 広島県広島市佐伯区五日市中央2丁目1-25-7 広島電鉄「楽々園」駅…,月給：20万円〜35万円+諸手当 ※経験・年齢・能力を考慮の上、決定します ※月給に固定残業代（39時間分…,350万円～600万円,https://tenshoku.mynavi.jp/jobinfo-198896-3-4-1/?ty=0&searchId=1275580469&pageNum=6&showNo=14
263,有限会社小山塗装 | 【住友林業/大和ハウス工業/ライフデザイン・カバヤなどと取引】,【残業少なめ・長期休暇もしっかり】◎業者の手配やスケジュール管理など、外装施工の工程管理をお任せします。※実作業なし／エリアは基本県内,【サポート体制◎未経験でもＯＫです】未経験～経験者の方まで幅広く歓迎 ※要普通免許（ＡＴ限定可）／学歴不問　★長期休暇もしっかり,【マイカー・バイク通勤OK！U・Iターンも歓迎します】 岡山県倉敷市二子1591-3 JR「中庄」…,【 経験者 】月給25万〜53万円 + 諸手当 【未経験者】月給22万〜35万円 + 諸手当 ※年齢・経験・スキル…,350万円～500万円,https://tenshoku.mynavi.jp/jobinfo-260555-3-2-1/?ty=0&searchId=1275580469&pageNum=6&showNo=15
264,株式会社セフティ | 創業36年！京都で安定基盤を築くポルシェ正規ディーラー,ポルシェ正規取扱店でのフロント業務。★販売台数・入庫台数共に増加し、業績右肩上がり。★アットホームで連携の取りやすい職場です！,［車好き必見★車業界での知識や経験が活かせる］■人柄重視・年齢不問 ■サービスフロントの経験、もしくは車の構造の知識がある方を歓迎！,◆ポルシェセンター京都／京都府京都市南区上鳥羽南鉾立町51-1 ※マイカー通勤の場合は応相談。（ガ…,"月給20万円〜26万8,000円 ＋インセンティブ+勤続給・皆勤手当・資格手当等、その他手当あり ※経験・能…",400万円～500万円,https://tenshoku.mynavi.jp/jobinfo-137218-3-5-1/?ty=0&searchId=1275580469&pageNum=6&showNo=16
265,株式会社モリコーポレーション | 完全週休2日制／土日祝休み／年間休日123日／月給24万円以上,営業メンバーの事務サポートからお願いします。具体的には営業資料や申請書の作成など。決して難しい業務ではありませんので、ご安心ください。,【実務未経験・第二新卒歓迎】男性・女性、性別問わず共に活躍中◆Excelの基礎知識をお持ちの方（オートSUM程度）◆意欲・人柄を重視した採用です。,東京支社及び東京都江東区豊洲にあるクライアント企業内 ※クライアントは業界大手の東証一部上場企業の…,月給24万円以上＋各種手当＋賞与 ※経験・能力を最大限考慮して、決定いたします。 ※時間外手当は別途全…,320万円～480万円,https://tenshoku.mynavi.jp/jobinfo-283191-3-1-1/?ty=0&searchId=1275580469&pageNum=6&showNo=17
266,株式会社フォルテ | LEDライト・監視カメラ・音響システムの専門商社,【テレアポ・ノルマナシ！】法人の企業様にLEDライト、監視カメラ、音響システムなどを提案します！チームみんなで協力し合う環境です♪,【未経験歓迎！学歴・経験・年齢不問！】・要普通免許（AT可）・男女問わずエントリー歓迎！「社会人デビュー」の方も応援します♪,【転勤ナシ！U・Iターン歓迎！】 茨城県つくば市西岡108-3 ※マイカー通勤OK（無料駐車場あり…,月給20万円〜 ※経験・年齢を考慮の上、当社規定により優遇します。 ※試用期間3ヵ月（その間の給与の変…,280万円～350万円,https://tenshoku.mynavi.jp/jobinfo-263837-3-4-1/?ty=0&searchId=1275580469&pageNum=6&showNo=18
267,落合ＥＮＧ機設株式会社 | 経験者優遇！安定感◎官公庁や大手案件多数！高額収入も可能です,【現場への直行直帰！副業OK】工場・プラント等の給水設備の据付や機械設備のメンテナンスや溶接をお任せ。離職中の方も大歓迎！即日稼働も可能です。,"【溶接／配管／機械／電機の実務経験者は優遇】◎普免（AT限定可）◎ マイカーの持ち込みができる方歓迎 ★友だち同士での""グループ応募""も大歓迎！",★自宅から現場に直行直帰していただきます。 （大阪府・京都府・兵庫県・奈良県・滋賀県・和歌山県）…,固定報酬月額 20万円〜100万円 ※経験や能力を考慮して決定します ※詳細は面接時にお伝えします ＼正社…,https://tenshoku.mynavi.jp/jobinfo-251582-3-5-1/?ty=0&searchId=1275580469&pageNum=6&showNo=19,
268,株式会社関西広告社 | 今年30代で年収2000万円超えの先輩も在籍！独自の福利厚生が多数,【”自分主体”で裁量大きく取り組める！】大手コンビニや大手ドラッグストアなどのお客様に対して、屋外広告（サイン/看板）の提案をします,【これまでの経験は一切不問！】■学歴不問 ■第二新卒歓迎 ■正社員デビュー/ブランクのある方もサポート！ ★知識研修＆実務研修でイチから学べます,【勤務地は希望や自宅を考慮！転勤なし/社員寮完備】 兵庫・三重・滋賀・大阪・徳島・福岡のいずれかに…,◆月給22万5000円〜30万円 + 営業手当 + インセンティブ ※経験や年齢、能力を考慮の上決定します。 ※…,https://tenshoku.mynavi.jp/jobinfo-209176-3-4-2/?ty=0&searchId=1275580469&pageNum=6&showNo=20,
269,株式会社ベルハウス | 17年連続で増収増益！安定感は抜群 ★駅徒歩1分の好立地,〔自社施工物件のみ！自信をもって提案できる〕◆お客様からの問合せ・ご来店に対応する反響営業 ◆目の前の数字より、お客様を大切にする社風！,《完全週休2日／退職金制度あり》◆高卒以上 ◆要普免(AT可) ◆40歳まで(※) ／ 未経験者・第二新卒の方歓迎！中途入社の先輩も多い＝ハンデなし,★駅徒歩1分の好立地★ ※転勤なし 埼玉県さいたま市中央区本町東2-4-9,月給30万円〜50万円 ※インセンティブ支給(1戸契約で最大50万円の支給！) ※年齢や経験、スキル・能力を…,550万円～800万円,https://tenshoku.mynavi.jp/jobinfo-234909-3-6-1/?ty=0&searchId=1275580469&pageNum=6&showNo=21
270,丸福ホーム販売株式会社 | 【大阪府緊急雇用対策に賛同】☆夏季や年末年始には10連休も可能,【新オフィスオープニング募集／完全反響型◎】「家や土地を売りたい」「買いたい」というニーズに応える不動産営業をお任せ。★専門知識は入社後でOK,【未経験歓迎／「成功したい」「安定した環境で長く活躍したい！」…そんな意欲があれば大歓迎】◎35歳以下の方（※） ◎普通自動車免許をお持ちの方,【新しいキレイなオフィス／「新深江駅」より徒歩5分】 大阪府大阪市東成区大今里4丁目26番11号,月給22万円以上 ＋ インセンティブ＋ 賞与（年2回） ☆頑張り次第で≪月収40万円≫≪月収67万円≫のスタ…,https://tenshoku.mynavi.jp/jobinfo-283288-3-2-1/?ty=0&searchId=1275580469&pageNum=6&showNo=22,
271,株式会社トリニティ | 未経験でも月給22万円以上保障★安定収入×充実待遇×好環境,《 自由度◎自分の裁量でOK！ 》インターネット回線の提案・契約・工事の段取りをお任せします！※既存フォローは一切ありません。,《 人柄重視の採用★営業デビューを応援！ 》◎専門的な知識や経験は必要ありません！◎未経験・第二新卒・異業種からのスタート大歓迎！,《本社》徳島県徳島市新蔵町1-94 《支社》四国全域（徳島県・香川県・愛媛県・高知県） 関西全域（…,"月給（基本給）220,000円〜＋各種手当＋インセンティブ ※年齢、経験、能力等を考慮の上、 　規定により…",https://tenshoku.mynavi.jp/jobinfo-282805-3-2-1/?ty=0&searchId=1275580469&pageNum=6&showNo=23,
272,合同会社LIFE2018 | ★大手企業と取引多数★女性活躍中！基本定時退社で働きやすい！,携帯やスマホをはじめとした、多彩な商品の企画や販促、運営までトータルに携わります。◆入社後は⇒eラーニングや現場研修からスタートします！,【人柄重視】の採用です！「人と話すことが好き」「楽しいことが好き」「同じ場所にじっとしているのが苦手」そんな方は大歓迎！★正社員登用実績多数,＜直行直帰！転勤なし！＞ ★ご自宅から通いやすい場所へ配属します ★現場は石川県または富山県 ★福…,月給20万円〜＋別途インセンティブ ※年齢・経験・能力を考慮のうえ決定します ＜LIFE2018独自のインセ…,240万円～500万円,https://tenshoku.mynavi.jp/jobinfo-282078-3-2-1/?ty=0&searchId=1275580469&pageNum=6&showNo=24
273,株式会社Fun Work | 国家資格・民間資格の取得をサポート！月収50万円以上も可能！,【京都を中心とした関西エリアがメイン！基本的に毎日帰れて無理な働き方とは無縁】◎水処理設備の老朽化に伴うメンテンンス工事を担当してください。,【未経験歓迎／正社員デビューも歓迎】◎要普免 ◎明るく元気な対応ができる方 ◎土木・建築・管工事の経験をお持ちの方は月給30万円～でお迎えします,《転勤なし／マイカー通勤可》京都府京都市山科区川田御輿塚町23番地(地下鉄「東野」駅より車で4分),未経験の方／月給26万円以上 経験者の方／月給30万円以上 《月収例》 ・月収34万円 ★月収50万円以上も…,https://tenshoku.mynavi.jp/jobinfo-266962-3-3-1/?ty=0&searchId=1275580469&pageNum=6&showNo=25,
274,株式会社ワールドコーポレーション | 大阪府緊急雇用対策に賛同,【ご経験により前職給与から20％UPをお約束いたします！】鹿島建設・竹中工務店などの大手建設会社プロジェクト先にて、施工管理・作図業務を担当。,<前職給与20％UPを保証>20～60代まで幅広い年齢の方が活躍中！◆ブランクOK/転職回数不問★建築設計/建築施工管理/電気施工管理等の経験者も活躍中！,北海道/岩手/宮城/福島/埼玉/千葉/東京/神奈川/岐阜/愛知/京都/大阪/兵庫/福岡/熊本 積極…,月給40万円以上＋各種手当 ※残業代別途支給 ※経験・能力を考慮して決定 ※条件面については経験を考慮…,500万円～700万円,https://tenshoku.mynavi.jp/jobinfo-130064-3-25-1/?ty=0&searchId=1275580469&pageNum=6&showNo=26
